,game_id,probability
932,2016-1234-1396,0.36
933,2016-1268-1355,0.24
934,2016-1292-1277,0.2
935,2016-1320-1400,0.56
936,2016-1323-1276,0.52
937,2016-1328-1167,0.24
938,2016-1332-1221,0.12
939,2016-1372-1452,0.6
940,2016-1386-1153,0.36
941,2016-1393-1173,0.56
942,2016-1401-1453,0.76
943,2016-1433-1333,0.6
944,2016-1437-1421,0.72
945,2016-1458-1338,0.52
946,2016-1462-1451,0.16
947,2016-1181-1463,0.24
948,2016-1211-1428,0.36
949,2016-1231-1246,0.68
950,2016-1235-1114,0.44
951,2016-1242-1163,0.28
952,2016-1274-1455,0.44
953,2016-1314-1344,0.12
954,2016-1438-1139,0.36
955,2016-1268-1218,0.6
956,2016-1323-1372,0.4
957,2016-1328-1433,0.24
958,2016-1332-1386,0.52
959,2016-1393-1292,0.56
960,2016-1401-1320,0.32
961,2016-1437-1234,0.4
962,2016-1458-1462,0.56
963,2016-1242-1268,0.2
964,2016-1328-1401,0.36
965,2016-1332-1181,0.68
966,2016-1437-1274,0.6
967,2016-1314-1231,0.24
968,2016-1323-1458,0.52
969,2016-1393-1211,0.64
970,2016-1438-1235,0.16
971,2016-1328-1332,0.56
972,2016-1437-1242,0.56
973,2016-1314-1323,0.24
974,2016-1393-1438,0.28
975,2016-1314-1393,0.68
976,2016-1437-1328,0.48
977,2016-1437-1314,0.48
978,2017-1243-1448,0.72
979,2017-1291-1309,0.64
980,2017-1413-1300,0.64
981,2017-1425-1344,0.36
982,2017-1112-1315,0.12
983,2017-1139-1457,0.52
984,2017-1196-1190,0.24
985,2017-1199-1195,0.2
986,2017-1211-1355,0.08
987,2017-1235-1305,0.52
988,2017-1292-1278,0.4
989,2017-1321-1435,0.4
990,2017-1323-1343,0.24
991,2017-1345-1436,0.52
992,2017-1388-1433,0.56
993,2017-1437-1291,0.88
994,2017-1438-1423,0.16
995,2017-1452-1137,0.8
996,2017-1458-1439,0.52
997,2017-1462-1268,0.68
998,2017-1116-1371,0.44
999,2017-1124-1308,0.6
1000,2017-1153-1243,0.76
1001,2017-1181-1407,0.24
1002,2017-1242-1413,0.04
1003,2017-1246-1297,0.16
1004,2017-1257-1240,0.16
1005,2017-1276-1329,0.36
1006,2017-1277-1274,0.56
1007,2017-1314-1411,0.08
1008,2017-1332-1233,0.8
1009,2017-1348-1166,0.56
1010,2017-1376-1266,0.68
1011,2017-1417-1245,0.24
1012,2017-1425-1374,0.6
1013,2017-1455-1173,0.44
1014,2017-1112-1388,0.52
1015,2017-1139-1292,0.44
1016,2017-1196-1438,0.4
1017,2017-1211-1321,0.08
1018,2017-1345-1235,0.56
1019,2017-1452-1323,0.4
1020,2017-1458-1437,0.68
1021,2017-1462-1199,0.16
1022,2017-1124-1425,0.32
1023,2017-1242-1277,0.36
1024,2017-1246-1455,0.72
1025,2017-1276-1257,0.24
1026,2017-1314-1116,0.68
1027,2017-1332-1348,0.64
1028,2017-1376-1181,0.28
1029,2017-1417-1153,0.44
1030,2017-1211-1452,0.68
1031,2017-1242-1345,0.72
1032,2017-1332-1276,0.36
1033,2017-1462-1112,0.76
1034,2017-1196-1458,0.52
1035,2017-1246-1417,0.68
1036,2017-1314-1139,0.76
1037,2017-1376-1124,0.52
1038,2017-1211-1462,0.16
1039,2017-1332-1242,0.56
1040,2017-1314-1246,0.56
1041,2017-1376-1196,0.2
1042,2017-1211-1376,0.2
1043,2017-1314-1332,0.16
1044,2017-1314-1211,0.6
1045,2018-1382-1417,0.4
1046,2018-1347-1254,0.52
1047,2018-1393-1113,0.6
1048,2018-1411-1300,0.56
1049,2018-1348-1328,0.48
1050,2018-1242-1335,0.12
1051,2018-1211-1422,0.6
1052,2018-1181-1233,0.28
1053,2018-1397-1460,0.56
1054,2018-1326-1355,0.36
1055,2018-1104-1439,0.48
1056,2018-1138-1112,0.76
1057,2018-1276-1285,0.16
1058,2018-1246-1172,0.32
1059,2018-1222-1361,0.32
1060,2018-1371-1301,0.64
1061,2018-1345-1168,0.8
1062,2018-1196-1382,0.44
1063,2018-1437-1347,0.2
1064,2018-1420-1438,0.8
1065,2018-1403-1372,0.28
1066,2018-1401-1344,0.4
1067,2018-1199-1281,0.4
1068,2018-1314-1252,0.84
1069,2018-1462-1411,0.6
1070,2018-1243-1166,0.48
1071,2018-1305-1400,0.44
1072,2018-1260-1274,0.44
1073,2018-1153-1209,0.36
1074,2018-1393-1395,0.28
1075,2018-1155-1308,0.56
1076,2018-1120-1158,0.32
1077,2018-1277-1137,0.72
1078,2018-1139-1116,0.44
1079,2018-1452-1293,0.52
1080,2018-1267-1455,0.28
1081,2018-1437-1104,0.16
1082,2018-1242-1371,0.2
1083,2018-1181-1348,0.28
1084,2018-1211-1326,0.16
1085,2018-1260-1397,0.64
1086,2018-1276-1222,0.36
1087,2018-1403-1196,0.4
1088,2018-1246-1138,0.72
1089,2018-1345-1139,0.08
1090,2018-1452-1267,0.76
1091,2018-1393-1277,0.48
1092,2018-1155-1120,0.4
1093,2018-1243-1420,0.64
1094,2018-1305-1153,0.56
1095,2018-1199-1462,0.56
1096,2018-1401-1314,0.68
1097,2018-1243-1246,0.72
1098,2018-1260-1305,0.44
1099,2018-1199-1211,0.16
1100,2018-1276-1401,0.2
1101,2018-1437-1452,0.6
1102,2018-1403-1345,0.6
1103,2018-1242-1155,0.12
1104,2018-1181-1393,0.56
1105,2018-1437-1403,0.68
1106,2018-1242-1181,0.36
1107,2018-1260-1243,0.52
1108,2018-1276-1199,0.32
1109,2018-1437-1242,0.4
1110,2018-1276-1260,0.28
1111,2018-1437-1276,0.2
