team1_seed,team2_seed,team1_dis(km),team2_dis(km),team1_pt_school_ncaa,team1_pt_overall_ncaa,team1_pt_school_s16,team1_pt_overall_s16,team1_pt_school_ff,team1_pt_overall_ff,team1_pt_career_school_wins,team1_pt_career_school_losses,team1_pt_career_overall_wins,team1_pt_career_overall_losses,team1_pt_team_season_wins,team1_pt_team_season_losses,team1_pt_coach_season_wins,team1_pt_coach_season_losses,team2_pt_school_ncaa,team2_pt_overall_ncaa,team2_pt_school_s16,team2_pt_overall_s16,team2_pt_school_ff,team2_pt_overall_ff,team2_pt_career_school_wins,team2_pt_career_school_losses,team2_pt_career_overall_wins,team2_pt_career_overall_losses,team2_pt_team_season_wins,team2_pt_team_season_losses,team2_pt_coach_season_wins,team2_pt_coach_season_losses,team1_fg2pct,team1_fg3pct,team1_ftpct,team1_blockpct,team1_oppfg2pct,team1_oppfg3pct,team1_oppftpct,team1_oppblockpct,team1_f3grate,team1_oppf3grate,team1_arate,team1_opparate,team1_stlrate,team1_oppstlrate,team2_fg2pct,team2_fg3pct,team2_ftpct,team2_blockpct,team2_oppfg2pct,team2_oppfg3pct,team2_oppftpct,team2_oppblockpct,team2_f3grate,team2_oppf3grate,team2_arate,team2_opparate,team2_stlrate,team2_oppstlrate,team1_adjtempo,team1_adjoe,team1_adjde,team2_adjtempo,team2_adjoe,team2_adjde,team1_outcome,game_id
1,3,4019.933266,3770.895285,1,3,1,1,0,0,101,58,223,143,25,4,25,4,7,7,2,2,1,1,220,98,255,118,27,6,27,6,44.416,37.4512,75.7322,13.0363,45.8746,33.6976,66.7678,13.0435,39.5984,31.1755,49.8146,60.054,0.1163,0.0772,55.8611,39.213,74.3619,13.5383,43.6887,31.8367,66.4662,7.7424,34.7806,32.4647,61.5457,47.8936,0.1107,0.1084,67.3832,115.8837,92.4318,68.6945,113.8817,92.1121,0,2006-1196-1437
11,1,24.54610734,518.9773103,2,2,0,0,0,0,162,104,331,249,23,7,23,7,13,18,10,10,2,2,484,177,732,314,27,3,27,3,53.8162,35.5786,66.4087,9.7156,42.733,31.6474,68.431,10.7477,31.0789,35.3422,56.5217,51.8421,0.1099,0.0966,50.8259,36.5759,70.595,19.6311,41.6996,30.6452,71.2454,8.3227,24.6169,31,54.7571,50.1188,0.0916,0.1079,64.0375,106.4399,91.572,71.123,116.2014,91.7027,1,2006-1206-1163
11,3,767.6725613,1180.471558,2,2,0,0,0,0,162,104,331,249,23,7,23,7,7,7,2,2,1,1,220,98,255,118,27,6,27,6,53.8162,35.5786,66.4087,9.7156,42.733,31.6474,68.431,10.7477,31.0789,35.3422,56.5217,51.8421,0.1099,0.0966,55.8611,39.213,74.3619,13.5383,43.6887,31.8367,66.4662,7.7424,34.7806,32.4647,61.5457,47.8936,0.1107,0.1084,64.0375,106.4399,91.572,68.6945,113.8817,92.1121,0,2006-1196-1206
2,4,2923.507667,1137.744267,1,4,0,2,0,0,56,34,222,135,27,6,27,6,3,3,1,1,0,0,163,110,252,187,23,8,23,8,53.911,34.6041,69.1099,7.5408,44.6332,32.8972,70.1258,9.1258,34.3404,26.6567,58.4665,51.0204,0.0904,0.083,50.4714,32.4201,69.0289,16.0338,42.827,34.488,69.2,9.428,21.587,31.8313,55.9788,45.3461,0.1185,0.0948,62.8847,112.3334,91.1992,69.0486,110.5226,92.1652,1,2006-1417-1261
2,3,2923.507667,1180.471558,1,4,0,2,0,0,56,34,222,135,27,6,27,6,7,7,2,2,1,1,220,98,255,118,27,6,27,6,53.911,34.6041,69.1099,7.5408,44.6332,32.8972,70.1258,9.1258,34.3404,26.6567,58.4665,51.0204,0.0904,0.083,55.8611,39.213,74.3619,13.5383,43.6887,31.8367,66.4662,7.7424,34.7806,32.4647,61.5457,47.8936,0.1107,0.1084,62.8847,112.3334,91.1992,68.6945,113.8817,92.1121,0,2006-1196-1417
16,16,1037.57298,570.9215312,2,2,0,0,0,0,89,93,89,93,20,13,20,13,1,1,0,0,0,0,159,112,159,112,22,11,22,11,48.7352,35.7977,65.3141,5.7554,48.8181,34.9355,68.8852,9.1062,30.2353,46.7141,55.7743,60.6727,0.0947,0.1089,46.3801,34.2929,73.0583,3.8141,51.595,35.8491,67.9627,8.5973,37.6,30.6064,52.5309,52.8807,0.0908,0.0863,68.3783,99.9305,108.1392,69.3227,105.5827,107.873,0,2007-1310-1197
7,10,1044.68447,1988.385231,5,7,1,1,0,0,195,119,333,245,20,11,20,11,3,27,1,15,0,5,126,73,887,365,21,12,21,12,53.7885,34.8754,72.4399,13.1044,48.9839,32.9247,69.7342,9.4921,31.8775,28.5786,57.1259,52.3112,0.0859,0.1042,46.8588,41.1881,73.9484,4.9442,52.1531,34.2723,67.4868,6.7997,27.1798,33.7559,53.6817,49.9427,0.101,0.0773,64.7544,114.0357,100.7944,65.6957,108.9379,98.9283,1,2007-1130-1403
5,12,272.3937405,675.428714,1,1,1,1,0,0,129,60,129,60,27,6,27,6,1,3,0,0,0,0,118,67,259,133,24,8,24,8,49.5402,37.0773,75.5556,5.959,44.1341,33.0798,68.6854,11.1494,48.7633,32.875,56.2331,50.3086,0.0896,0.0584,48.1707,34.5588,72.466,10.0974,45.4384,33.3882,65.8065,8.5366,37.1991,35.0029,61.1675,55.3073,0.1185,0.0858,59.3015,115.3393,97.2398,67.3194,107.34,94.7235,1,2007-1139-1330
2,15,419.9222654,586.8250086,1,3,1,1,0,0,68,29,136,71,26,6,26,6,1,1,0,0,0,0,126,110,126,110,23,9,23,9,57.7666,37.0079,70.9581,15.6716,43.2007,30.3155,71.0145,7.1369,34.7755,37.6744,59.1549,54.4474,0.0866,0.1128,54.5639,36.2113,68.6726,8,44,28.6988,70.2096,9.9391,44.0409,30.5556,60.6838,56.3712,0.0901,0.1285,60.2223,118.5962,92.4556,67.3788,104.4161,99.8276,1,2007-1207-1125
7,10,3007.304604,1065.263149,0,12,0,3,0,1,20,10,402,222,20,10,20,10,7,7,3,3,0,0,211,51,211,51,23,10,23,10,48.5375,38.1241,70.9784,12.3656,45.7885,31.4655,70.9589,8.7751,37.6638,29.3671,54.1507,49.4673,0.1003,0.0935,51.8328,39.7188,75.0656,9.9751,43.8903,33.871,69.3042,7.7713,29.4361,40.1195,52.9475,54.9313,0.0857,0.0849,65.5965,113.8082,95.9176,68.1308,113.1154,99.5721,1,2007-1231-1211
6,11,2759.369083,1201.523289,3,11,1,7,1,5,141,57,495,185,23,9,23,9,1,2,0,1,0,0,52,39,131,113,18,12,18,12,49.9133,33.2418,68.4286,11.841,43.8202,32.7338,66.5385,9.0121,38.6823,32.4577,58.6797,56.4586,0.1119,0.0872,48.749,34.8697,68.16,14.511,44.4795,33.7302,69.7161,6.3761,28.7112,28.4424,59.126,47.2752,0.0688,0.1204,64.9272,111.0924,92.7246,66.7534,107.2025,96.1779,1,2007-1257-1390
4,13,530.1977013,532.7421451,11,14,7,9,2,2,377,199,584,327,24,8,24,8,3,3,0,0,0,0,311,217,311,217,29,4,29,4,50.8864,38.5069,69.5044,16.1918,42.9465,30.236,69.375,8.6014,25.0492,32.0265,60.4531,48.1166,0.1013,0.1097,49.4167,36.9898,75.6589,6.1511,46.6608,35.8865,68.717,6.8333,39.5161,38.2528,56.2854,53.8265,0.0978,0.0944,72.9291,109.9813,90.3123,72.7083,110.2953,97.5248,1,2007-1268-1172
8,9,1012.363732,820.1911076,3,3,1,1,1,1,165,85,165,85,24,9,24,9,9,9,6,6,4,4,277,120,277,120,22,11,22,11,48.9157,33.5413,67.0213,9.1954,45.156,34.5083,68.9016,11.004,33.9873,30.6773,55.9466,57.6087,0.1261,0.1056,50.6494,37.6033,71.8331,14.8488,42.1632,32.263,67.7761,9.5779,28.2051,37.4785,69.3548,57.377,0.0844,0.1018,68.7514,110.6636,94.5932,62.1139,108.8565,91.5064,0,2007-1277-1266
16,1,402.6783915,110.842358,0,0,0,0,0,0,35,27,35,27,21,11,21,11,3,17,1,10,1,5,103,29,521,130,28,6,28,6,55.5683,35.7041,67.5556,7.5622,51.5423,35.8678,67.2566,9.1848,44.6633,37.5776,60.8163,61.7687,0.1242,0.1098,54.6067,35.7737,71.1702,11.0045,45.2975,33.7317,66.5635,8.5955,25.2415,32.513,58.9722,53.2225,0.1101,0.1012,62.0292,100.227,103.0133,72.9832,118.0858,90.4833,0,2007-1314-1184
1,16,1285.687796,2024.390669,1,5,0,1,0,0,76,21,178,52,30,3,30,3,2,2,0,0,0,0,178,144,178,144,22,11,22,11,53.5354,36.1006,70.2635,15.5,44.5,33.6134,68.53,6.9264,36.4512,37.3041,56.6569,54.0421,0.1043,0.0761,46.5608,38.0814,72.9651,9.3193,49.7569,33.5913,66.1232,9.3474,37.7607,34.3617,53.6709,53.3093,0.0921,0.1043,65.3922,116.5324,89.683,64.5775,102.5554,103.5301,1,2007-1326-1148
3,14,288.5458416,556.8054889,3,3,1,1,0,0,103,29,103,29,27,7,27,7,0,2,0,0,0,0,23,9,106,49,23,9,23,9,50.9749,38.2304,66.1224,10.0681,45.95,30.9117,72.7417,7.5209,29.4349,34.7009,67.3257,54.0049,0.0822,0.0801,47.681,34.5489,73.227,4.9116,48.5265,32.4088,71.4029,7.323,29.7714,40.2231,52.4804,58.7989,0.0942,0.075,62.916,115.1422,94.6952,63.6362,103.1979,95.6353,1,2007-1338-1460
14,3,3449.812161,2613.294878,0,0,0,0,0,0,22,8,115,107,22,8,22,8,1,2,0,0,0,0,68,25,98,57,25,6,25,6,53.6797,36,67.0927,7.8924,47.9821,35.3167,70.5061,8.658,30.2115,31.846,63.5,53.2684,0.1228,0.1037,52.7799,42.1569,71.5803,9.5113,42.0593,29.3663,70.7849,7.6161,27.9759,36.0848,65.0881,55.8036,0.0996,0.0719,69.3195,107.8532,100.2092,65.6165,116.8243,92.5218,0,2007-1401-1335
2,15,567.6798113,863.4596673,2,5,1,3,1,1,87,40,253,141,26,5,26,5,0,0,0,0,0,0,20,11,20,11,20,11,20,11,52.473,37.084,66.7195,8.2886,45.7406,35.0806,69.9816,7.8825,32.7792,27.5709,55.0931,55.0649,0.1133,0.0797,52.0916,38.7019,67.0227,6.7781,50.8821,32.6923,69.9262,9.4622,29.2958,34.6877,56.8713,53.4694,0.0969,0.0939,64.2998,113.0406,91.944,66.2393,100.9254,103.7314,1,2007-1417-1451
11,6,607.3245685,767.6320631,0,0,0,0,0,0,27,6,27,6,27,6,27,6,22,22,17,17,10,10,702,201,775,260,22,10,22,10,48.2379,40.0657,72.7729,8.6601,49.8366,35.6021,69.0476,8.5169,30.898,31.8865,52.7192,49.6314,0.1213,0.08,50.5673,38.0769,68.9112,11.4515,45.6601,31.5193,70.6542,9.3193,29.6465,24.3377,52.6764,49.0196,0.1093,0.1134,66.0062,114.0138,100.6247,65.5645,110.2039,90.5274,1,2007-1433-1181
6,11,3057.659943,3814.49051,1,3,1,1,0,0,142,107,265,170,20,11,20,11,2,2,0,0,0,0,114,64,114,64,23,8,23,8,51.0483,37.2716,73.1079,7.2925,50.0419,34.3885,70.084,10.0273,42.805,36.8114,63.7413,53.4689,0.1071,0.0927,48.9505,36.7742,70.0491,13.7998,46.7444,32.6656,72.7132,6.4468,25.8477,38.677,56.068,60.6061,0.1365,0.0954,67.4717,112.9542,100.5202,67.7383,103.5669,95.4759,1,2007-1435-1203
3,14,974.5916289,2266.501709,0,0,0,0,0,0,25,7,25,7,25,7,25,7,1,1,0,0,0,0,144,101,144,101,23,10,23,10,50.3597,37.1917,71.6695,13.549,44.3182,33.1148,68.4746,6.6347,29.64,34.7777,57.1429,45.9803,0.1056,0.0729,51.1188,36.9403,70.7865,11.0856,46.1009,32.6606,70.598,6.3683,31.5665,29.4118,55.9343,44.4302,0.0915,0.0829,60.849,108.6062,92.6656,67.2901,105.8269,97.7172,1,2007-1450-1331
8,9,2264.273435,1140.847437,0,0,0,0,0,0,45,17,45,17,25,8,25,8,1,1,0,0,0,0,62,31,62,31,24,8,24,8,52.3556,40.9015,65.9159,8.7356,47.7395,34.4523,68.8857,8.0547,31.2794,30.2512,55.1392,50.6112,0.083,0.0957,52.968,39.0421,74.144,9.2535,48.7558,31.5372,67.5627,9.2237,38.6211,32.916,59.8351,53.8741,0.0845,0.0828,68.6256,114.7617,99.8548,67.4587,115.0832,98.2368,0,2007-1462-1140
16,1,821.7906415,953.5823635,0,2,0,0,0,0,63,64,166,116,21,13,21,13,8,8,3,3,2,2,255,103,290,123,29,5,29,5,45.9874,31.5789,70.9016,7.8728,49.8864,33.9228,65.9831,9.6999,29.7893,32.0124,53.584,51.7241,0.1123,0.0908,58.7234,40.8528,69.239,12.2707,46.2998,28.5319,66.0407,6.9504,34.0197,31.3504,54.7556,45.7356,0.0988,0.1066,70.7856,99.1977,107.7729,66.382,118.3834,92.6925,0,2007-1196-1238
1,16,715.530609,723.8350823,3,8,1,4,0,0,102,28,309,133,30,4,30,4,1,1,0,0,0,0,159,112,159,112,22,11,22,11,52.8063,39.5548,65.9679,18.1818,41.02,31.8008,67.0799,6.9403,26.0598,36.6573,58.8608,52.6119,0.131,0.0977,46.3801,34.2929,73.0583,3.8141,51.595,35.8491,67.9627,8.5973,37.6,30.6064,52.5309,52.8807,0.0908,0.0863,69.5965,112.3509,87.4378,69.3227,105.5827,107.873,1,2007-1242-1310
8,9,502.5128878,1054.592363,9,13,6,9,1,1,262,82,386,144,21,11,21,11,2,4,2,2,0,0,126,69,248,154,22,10,22,10,54.1051,35.4839,70.2899,12.5687,45.7973,33.4204,64.7887,8.9491,34.8315,37.5674,60.3371,52.5626,0.0864,0.102,46.1323,35.2174,78.2609,10.537,44.9848,35.241,69.5527,13.1407,39.1378,40.218,54.4715,56.0472,0.1199,0.095,67.4653,113.314,94.743,66.8163,111.0917,93.0258,1,2007-1246-1437
2,15,773.8104314,1269.923009,3,8,1,4,0,1,178,62,371,133,30,3,30,3,0,0,0,0,0,0,86,88,101,104,23,10,23,10,51.2011,35.101,62.1196,15.2602,42.4051,31.3253,68.0328,9.6088,35.2157,29.0065,52.4414,50.0637,0.132,0.0807,48.4121,37.9817,65.4696,11.7194,44.9102,37.1048,69.8113,8.9078,29.6841,33.9548,46.274,45.1872,0.0858,0.0871,69.4387,112.6549,90.2784,70.1702,101.0235,101.9812,1,2007-1272-1317
10,7,690.204566,2705.700206,6,7,0,0,0,0,260,140,343,207,22,10,22,10,2,2,0,0,0,0,80,17,80,17,28,4,28,4,50.7109,33.7727,75.3521,7.7209,45.5814,34.8726,69.7761,10.7109,36.5223,36.8761,59.5946,55.2891,0.1016,0.0934,51.929,40.5316,75.89,9.9859,44.8664,31.3793,72.1541,6.713,31.7176,28.971,59.4329,53.4146,0.0783,0.0868,63.6656,112.0902,94.8733,67.1924,116.189,100.9284,0,2007-1305-1166
3,14,3272.928154,165.8408818,3,4,1,1,0,0,190,119,280,199,26,7,26,7,2,3,1,1,0,0,193,140,284,225,18,14,18,14,49.6759,39.019,76.0745,5.4054,50.1826,31.5864,68.5185,12.2366,42.0929,34.0241,53.271,50.1099,0.102,0.0848,52.1287,33.2677,70.8835,11.9258,44.523,32.233,69.2171,8.9877,32.4601,31.269,58.4722,47.1642,0.0952,0.1171,66.9999,115.7993,97.5042,59.205,103.254,96.5727,1,2007-1332-1275
8,9,2481.370897,338.4494934,22,27,11,13,4,5,587,189,776,284,20,10,20,10,0,1,0,0,0,0,30,30,55,35,21,11,21,11,53.2806,34.0594,75.0339,8.4913,49.629,34.9933,68.8482,6.5613,28.5311,37.9857,59.2199,56.7285,0.0858,0.0849,51.1475,35.6678,67.7698,7.6395,47.4678,32.7645,69.6746,10.8197,33.4787,33.4666,55.1601,57.5839,0.1193,0.1056,69.057,116.083,99.7736,67.8662,107.5194,92.6621,0,2007-1345-1112
13,4,334.8050625,595.493551,3,5,0,1,0,0,159,88,303,212,25,8,25,8,2,2,0,0,0,0,76,25,76,25,27,6,27,6,46.7122,35.1103,73.3624,11.7591,43.3078,37.6623,70.712,6.4902,31.7201,34.0063,62.7371,60.6707,0.1507,0.0986,49.7121,36.8687,69.179,10.939,46.1762,34.6939,70.1453,8.3493,36.3081,32.1733,54.5455,51.7774,0.1049,0.1082,63.3957,101.3128,93.2123,61.7576,106.803,89.3695,0,2007-1356-1221
12,5,3535.730809,887.0105823,0,0,0,0,0,0,63,82,107,148,24,7,24,7,1,3,0,1,0,0,44,18,130,56,22,10,22,10,50.3284,37.7997,70.5531,6.8966,48.0296,38.2215,72.1667,6.3218,36.7929,34.4809,50.0568,56.988,0.0996,0.0881,50.6192,36.4955,65.3012,8.3721,51.6279,34.7639,72.7506,11.4551,40.9506,35.1433,55.6575,55.3355,0.1302,0.0853,71.9975,110.0711,104.9319,72.472,111.0303,96.4224,0,2007-1397-1253
13,4,1932.501014,2559.601762,0,0,0,0,0,0,41,22,41,22,25,8,25,8,8,14,4,5,1,1,215,85,417,219,24,9,24,9,50.864,38.9558,65.3234,7.365,49.5908,32.782,70.5563,9.5417,27.228,35.2411,51.8944,50.1214,0.0976,0.0901,47.7058,38.8889,73.6471,14.1219,44.0143,36.0406,68.8752,8.2302,36.582,36.0971,50.5711,54.8998,0.1044,0.0801,70.5525,105.9771,99.2525,68.4709,118.9737,99.5146,0,2007-1400-1308
7,10,2428.686888,681.1587776,0,9,0,2,0,1,62,33,380,266,28,6,28,6,3,4,1,1,1,1,127,94,193,121,20,11,20,11,49.0829,35.9435,71.4685,14.4036,46.9617,34.2466,70.4185,6.8966,36.3679,33.0151,55.9536,48.7662,0.1169,0.0766,53.6158,37.2222,68.0982,10.392,49.7721,33.0579,70.3851,7.0124,28.2871,35.5464,52.5134,60.3217,0.14,0.0992,66.0483,109.7692,95.8036,68.341,114.6063,97.8205,1,2007-1424-1210
5,12,1518.15258,2302.892483,0,5,0,1,0,0,40,24,282,155,23,11,23,11,1,2,0,1,0,0,82,70,112,76,21,13,21,13,50.4437,39.5038,71.5019,10.7246,43.6232,30.9912,70.3759,7.0307,26.3449,36.61,49.8943,50.0589,0.0809,0.0864,51.5806,34.584,70.274,16.6667,45.3243,32.9429,70,9.0208,32.0942,33.997,59.1373,52.5424,0.1011,0.1129,67.7752,109.0495,96.3581,67.3636,107.4707,93.1209,1,2007-1425-1116
13,4,410.6057378,542.1069607,1,1,0,0,0,0,76,92,76,92,23,9,23,9,0,1,0,0,0,0,35,25,115,94,20,10,20,10,49.566,37.2131,72.1934,7.3345,48.4794,34.8432,71.2074,11.3715,34.6198,33.9243,54.6366,53.504,0.0902,0.0949,48.0287,36.6812,74.5149,8.3263,44.2389,35.1351,70.5972,10.3047,38.1032,35.903,50.5076,57.8947,0.0655,0.0678,64.9469,105.8143,101.1034,69.0223,109.6875,97.9833,0,2007-1438-1107
12,5,620.4168829,377.1240415,3,5,2,3,1,1,112,27,215,81,23,11,23,11,0,2,0,0,0,0,66,55,279,225,21,11,21,11,48.2002,34.877,62.3529,8.7533,44.2971,32.2689,69.4491,9.8332,37.7596,34.4728,61.7722,54.9784,0.0936,0.0859,49.8567,36.3636,66.156,13.1047,45.7344,35.2848,65.6878,6.3037,23.5068,35.7264,49.8826,48.9906,0.1259,0.0694,62.8191,103.1107,88.964,64.4347,110.0334,95.5252,0,2007-1439-1228
11,6,462.7062161,427.2775783,6,6,0,0,0,0,193,82,193,82,28,4,28,4,3,5,1,1,0,0,142,77,241,129,24,7,24,7,55.1181,35.4839,62.867,10.7212,47.1735,31.9605,66.1017,7.9724,40.1649,37.1709,61.8454,51.3274,0.1087,0.0973,50.2591,39.0476,74.3119,8.6275,45.4118,33.9934,68.7285,10.19,38.8273,32.2169,63.5213,58.2166,0.1201,0.093,63.134,111.9561,97.8227,71.0797,117.3749,98.6231,1,2007-1457-1323
2,15,1458.574317,751.8427537,5,5,2,2,0,0,141,54,171,81,29,5,29,5,0,2,0,0,0,0,95,48,209,141,26,6,26,6,50.9697,35.2349,68.8312,8.6754,43.9194,34.4178,65.7795,8.0683,31.618,31.1467,56.1707,49.0885,0.0875,0.0875,56.4448,40.5896,71.831,8.349,48.8743,34.9398,71.205,7.4979,27.0885,38.3815,65.2532,56.0425,0.1068,0.1096,64.2519,112.6304,89.3678,68.9389,112.1727,104.8191,1,2007-1458-1394
4,5,530.1977013,272.3937405,11,14,7,9,2,2,377,199,584,327,24,8,24,8,1,1,1,1,0,0,129,60,129,60,27,6,27,6,50.8864,38.5069,69.5044,16.1918,42.9465,30.236,69.375,8.6014,25.0492,32.0265,60.4531,48.1166,0.1013,0.1097,49.5402,37.0773,75.5556,5.959,44.1341,33.0798,68.6854,11.1494,48.7633,32.875,56.2331,50.3086,0.0896,0.0584,72.9291,109.9813,90.3123,59.3015,115.3393,97.2398,0,2007-1139-1268
2,7,419.9222654,1044.68447,1,3,1,1,0,0,68,29,136,71,26,6,26,6,5,7,1,1,0,0,195,119,333,245,20,11,20,11,57.7666,37.0079,70.9581,15.6716,43.2007,30.3155,71.0145,7.1369,34.7755,37.6744,59.1549,54.4474,0.0866,0.1128,53.7885,34.8754,72.4399,13.1044,48.9839,32.9247,69.7342,9.4921,31.8775,28.5786,57.1259,52.3112,0.0859,0.1042,60.2223,118.5962,92.4556,64.7544,114.0357,100.7944,1,2007-1207-1130
9,1,820.1911076,110.842358,9,9,6,6,4,4,277,120,277,120,22,11,22,11,3,17,1,10,1,5,103,29,521,130,28,6,28,6,50.6494,37.6033,71.8331,14.8488,42.1632,32.263,67.7761,9.5779,28.2051,37.4785,69.3548,57.377,0.0844,0.1018,54.6067,35.7737,71.1702,11.0045,45.2975,33.7317,66.5635,8.5955,25.2415,32.513,58.9722,53.2225,0.1101,0.1012,62.1139,108.8565,91.5064,72.9832,118.0858,90.4833,0,2007-1314-1277
1,9,1285.687796,1140.847437,1,5,0,1,0,0,76,21,178,52,30,3,30,3,1,1,0,0,0,0,62,31,62,31,24,8,24,8,53.5354,36.1006,70.2635,15.5,44.5,33.6134,68.53,6.9264,36.4512,37.3041,56.6569,54.0421,0.1043,0.0761,52.968,39.0421,74.144,9.2535,48.7558,31.5372,67.5627,9.2237,38.6211,32.916,59.8351,53.8741,0.0845,0.0828,65.3922,116.5324,89.683,67.4587,115.0832,98.2368,1,2007-1326-1462
3,11,288.5458416,607.3245685,3,3,1,1,0,0,103,29,103,29,27,7,27,7,0,0,0,0,0,0,27,6,27,6,27,6,27,6,50.9749,38.2304,66.1224,10.0681,45.95,30.9117,72.7417,7.5209,29.4349,34.7009,67.3257,54.0049,0.0822,0.0801,48.2379,40.0657,72.7729,8.6601,49.8366,35.6021,69.0476,8.5169,30.898,31.8865,52.7192,49.6314,0.1213,0.08,62.916,115.1422,94.6952,66.0062,114.0138,100.6247,1,2007-1338-1433
6,3,2759.369083,2613.294878,3,11,1,7,1,5,141,57,495,185,23,9,23,9,1,2,0,0,0,0,68,25,98,57,25,6,25,6,49.9133,33.2418,68.4286,11.841,43.8202,32.7338,66.5385,9.0121,38.6823,32.4577,58.6797,56.4586,0.1119,0.0872,52.7799,42.1569,71.5803,9.5113,42.0593,29.3663,70.7849,7.6161,27.9759,36.0848,65.0881,55.8036,0.0996,0.0719,64.9272,111.0924,92.7246,65.6165,116.8243,92.5218,0,2007-1401-1257
7,2,3007.304604,567.6798113,0,12,0,3,0,1,20,10,402,222,20,10,20,10,2,5,1,3,1,1,87,40,253,141,26,5,26,5,48.5375,38.1241,70.9784,12.3656,45.7885,31.4655,70.9589,8.7751,37.6638,29.3671,54.1507,49.4673,0.1003,0.0935,52.473,37.084,66.7195,8.2886,45.7406,35.0806,69.9816,7.8825,32.7792,27.5709,55.0931,55.0649,0.1133,0.0797,65.5965,113.8082,95.9176,64.2998,113.0406,91.944,0,2007-1417-1231
3,6,974.5916289,3057.659943,0,0,0,0,0,0,25,7,25,7,25,7,25,7,1,3,1,1,0,0,142,107,265,170,20,11,20,11,50.3597,37.1917,71.6695,13.549,44.3182,33.1148,68.4746,6.6347,29.64,34.7777,57.1429,45.9803,0.1056,0.0729,51.0483,37.2716,73.1079,7.2925,50.0419,34.3885,70.084,10.0273,42.805,36.8114,63.7413,53.4689,0.1071,0.0927,60.849,108.6062,92.6656,67.4717,112.9542,100.5202,0,2007-1435-1450
9,1,338.4494934,953.5823635,0,1,0,0,0,0,30,30,55,35,21,11,21,11,8,8,3,3,2,2,255,103,290,123,29,5,29,5,51.1475,35.6678,67.7698,7.6395,47.4678,32.7645,69.6746,10.8197,33.4787,33.4666,55.1601,57.5839,0.1193,0.1056,58.7234,40.8528,69.239,12.2707,46.2998,28.5319,66.0407,6.9504,34.0197,31.3504,54.7556,45.7356,0.0988,0.1066,67.8662,107.5194,92.6621,66.382,118.3834,92.6925,0,2007-1196-1345
8,1,502.5128878,715.530609,9,13,6,9,1,1,262,82,386,144,21,11,21,11,3,8,1,4,0,0,102,28,309,133,30,4,30,4,54.1051,35.4839,70.2899,12.5687,45.7973,33.4204,64.7887,8.9491,34.8315,37.5674,60.3371,52.5626,0.0864,0.102,52.8063,39.5548,65.9679,18.1818,41.02,31.8008,67.0799,6.9403,26.0598,36.6573,58.8608,52.6119,0.131,0.0977,67.4653,113.314,94.743,69.5965,112.3509,87.4378,0,2007-1242-1246
2,7,773.8104314,2705.700206,3,8,1,4,0,1,178,62,371,133,30,3,30,3,2,2,0,0,0,0,80,17,80,17,28,4,28,4,51.2011,35.101,62.1196,15.2602,42.4051,31.3253,68.0328,9.6088,35.2157,29.0065,52.4414,50.0637,0.132,0.0807,51.929,40.5316,75.89,9.9859,44.8664,31.3793,72.1541,6.713,31.7176,28.971,59.4329,53.4146,0.0783,0.0868,69.4387,112.6549,90.2784,67.1924,116.189,100.9284,1,2007-1272-1305
3,11,3272.928154,462.7062161,3,4,1,1,0,0,190,119,280,199,26,7,26,7,6,6,0,0,0,0,193,82,193,82,28,4,28,4,49.6759,39.019,76.0745,5.4054,50.1826,31.5864,68.5185,12.2366,42.0929,34.0241,53.271,50.1099,0.102,0.0848,55.1181,35.4839,62.867,10.7212,47.1735,31.9605,66.1017,7.9724,40.1649,37.1709,61.8454,51.3274,0.1087,0.0973,66.9999,115.7993,97.5042,63.134,111.9561,97.8227,1,2007-1332-1457
5,4,377.1240415,595.493551,0,2,0,0,0,0,66,55,279,225,21,11,21,11,2,2,0,0,0,0,76,25,76,25,27,6,27,6,49.8567,36.3636,66.156,13.1047,45.7344,35.2848,65.6878,6.3037,23.5068,35.7264,49.8826,48.9906,0.1259,0.0694,49.7121,36.8687,69.179,10.939,46.1762,34.6939,70.1453,8.3493,36.3081,32.1733,54.5455,51.7774,0.1049,0.1082,64.4347,110.0334,95.5252,61.7576,106.803,89.3695,0,2007-1356-1439
5,4,887.0105823,542.1069607,1,3,0,1,0,0,44,18,130,56,22,10,22,10,0,1,0,0,0,0,35,25,115,94,20,10,20,10,50.6192,36.4955,65.3012,8.3721,51.6279,34.7639,72.7506,11.4551,40.9506,35.1433,55.6575,55.3355,0.1302,0.0853,48.0287,36.6812,74.5149,8.3263,44.2389,35.1351,70.5972,10.3047,38.1032,35.903,50.5076,57.8947,0.0655,0.0678,72.472,111.0303,96.4224,69.0223,109.6875,97.9833,1,2007-1397-1438
7,2,2428.686888,1458.574317,0,9,0,2,0,1,62,33,380,266,28,6,28,6,5,5,2,2,0,0,141,54,171,81,29,5,29,5,49.0829,35.9435,71.4685,14.4036,46.9617,34.2466,70.4185,6.8966,36.3679,33.0151,55.9536,48.7662,0.1169,0.0766,50.9697,35.2349,68.8312,8.6754,43.9194,34.4178,65.7795,8.0683,31.618,31.1467,56.1707,49.0885,0.0875,0.0875,66.0483,109.7692,95.8036,64.2519,112.6304,89.3678,1,2007-1424-1458
